Date,Exercise,Weight,Reps,Notes,Kcal,Distance,Duration,Category,Name,Bodyweight
2020-01-26,Leg Extensions,90,11,,,,,Legs,Delt1C,
2020-01-26,Seated Leg Curl,100,5,Different machine - slightly more challenging,,,,Legs,Delt1C,
2020-01-26,Seated Leg Curl,100,10,,,,,Legs,Delt1C,
2020-01-26,Seated Leg Curl,100,8,,,,,Legs,Delt1C,
2020-01-26,Seated Leg Curl,100,8,,,,,Legs,Delt1C,
2020-01-26,Standing Calf Raise,90,5,,,,,Legs,Delt1C,
2020-01-26,Standing Calf Raise,140,20,,,,,Legs,Delt1C,
2020-01-26,Standing Calf Raise,140,15,,,,,Legs,Delt1C,
2020-01-26,Standing Calf Raise,140,12,,,,,Legs,Delt1C,
2020-01-26,Standing Calf Raise,140,10,,,,,Legs,Delt1C,
2020-01-26,Standing Calf Raise,110,12,,,,,Legs,Delt1C,
2020-01-26,Standing Calf Raise,110,12,,,,,Legs,Delt1C,
2020-01-25,Assisted Pull Up,-50,2,,,,,Back,Delt 1B,
2020-01-25,Assisted Pull Up,-50,10,,,,,Back,Delt 1B,
2020-01-25,Assisted Pull Up,-50,8,,,,,Back,Delt 1B,
2020-01-25,Rear Delt Machine,15,5,,,,,Shoulders,Delt 1B,
2020-01-25,Rear Delt Machine,30,10,,,,,Shoulders,Delt 1B,
2020-01-25,Rear Delt Machine,30,10,,,,,Shoulders,Delt 1B,
2020-01-25,Preacher Curls,,,,,,,Biceps,Delt 1B,
2020-01-25,Preacher Curls,35,15,,,,,Biceps,Delt 1B,
2020-01-25,Preacher Curls,35,12,,,,,Biceps,Delt 1B,
2020-01-25,Preacher Curls,35,10,,,,,Biceps,Delt 1B,
2020-01-25,Preacher Curls,35,10,,,,,Biceps,Delt 1B,
2020-01-25,Machine Shoulder Press,40,5,,,,,Shoulders,Delt 1B,
2020-01-25,Machine Shoulder Press,50,10,1/2 RIR,,,,Shoulders,Delt 1B,
2020-01-25,Machine Shoulder Press,50,10,1/2,,,,Shoulders,Delt 1B,
2020-01-25,Machine Lateral Raise,20,5,,,,,Shoulders,Delt 1B,
2020-01-25,Machine Lateral Raise,30,12,,,,,Shoulders,Delt 1B,
2020-01-25,Machine Lateral Raise,30,10,,,,,Shoulders,Delt 1B,
2020-01-25,Seated Row Closegrip,60,5,,,,,Back,Delt 1B,
2020-01-25,Seated Row Closegrip,75,13,,,,,Back,Delt 1B,
2020-01-25,Seated Row Closegrip,75,10,,,,,Back,Delt 1B,
2020-01-25,Seated Row Closegrip,75,10,,,,,Back,Delt 1B,
2020-01-24,Machine Bench Press,45,8,,,,,Chest,Delt 1A,
2020-01-24,Machine Bench Press,90,8,,,,,Chest,Delt 1A,
2020-01-24,Machine Bench Press,90,8,,,,,Chest,Delt 1A,
2020-01-24,Machine Bench Press,90,8,,,,,Chest,Delt 1A,
2020-01-24,Incline Machine Press,70,6,,,,,Chest,Delt 1A,
2020-01-24,Incline Machine Press,90,8,2/3 RIR,,,,Chest,Delt 1A,
2020-01-24,Incline Machine Press,90,8,1/2 RIR,,,,Chest,Delt 1A,
2020-01-24,Rear Delt Machine,15,5,,,,,Shoulders,Delt 1A,
2020-01-24,Rear Delt Machine,30,10,,,,,Shoulders,Delt 1A,
2020-01-24,Rear Delt Machine,30,10,,,,,Shoulders,Delt 1A,
2020-01-24,Rear Delt Machine,30,10,Amazing connection,,,,Shoulders,Delt 1A,
2020-01-24,Machine Shoulder Press,40,5,,,,,Shoulders,Delt 1A,
2020-01-24,Machine Shoulder Press,50,10,3 RIR,,,,Shoulders,Delt 1A,
2020-01-24,Machine Shoulder Press,50,9,,,,,Shoulders,Delt 1A,
2020-01-24,Machine Shoulder Press,50,8,,,,,Shoulders,Delt 1A,
2020-01-24,Single Cable Tricep Pushdown,10,6,,,,,Triceps,Delt 1A,
2020-01-24,Single Cable Tricep Pushdown,13,10,,,,,Triceps,Delt 1A,
2020-01-24,Single Cable Tricep Pushdown,13,9,,,,,Triceps,Delt 1A,
2020-01-24,Single Cable Tricep Pushdown,13,8,Slow eccentric very hard,,,,Triceps,Delt 1A,
2020-01-24,Machine Lateral Raise,20,5,,,,,Shoulders,Delt 1A,
2020-01-24,Machine Lateral Raise,30,12,,,,,Shoulders,Delt 1A,
2020-01-24,Machine Lateral Raise,30,10,,,,,Shoulders,Delt 1A,
2020-01-24,Machine Lateral Raise,30,9,,,,,Shoulders,Delt 1A,
2020-01-24,Cable Kickbacks,10,3,,,,,Triceps,Delt 1A,
2020-01-24,Cable Kickbacks,10,13,,,,,Triceps,Delt 1A,
2020-01-24,Cable Kickbacks,10,9,Big dropoff after 1 working,,,,Triceps,Delt 1A,
2020-01-23,Hack Squat,90,5,,,,,Legs,Delt1C,
2020-01-23,Hack Squat,160,10,,,,,Legs,Delt1C,
2020-01-23,Hack Squat,160,7,,,,,Legs,Delt1C,
2020-01-23,Hack Squat,160,7,Challenging - 1 RIR,,,,Legs,Delt1C,
2020-01-23,Leg Extensions,90,5,,,,,Legs,Delt1C,
2020-01-23,Leg Extensions,90,10,,,,,Legs,Delt1C,
2020-01-23,Leg Extensions,90,10,Did after hacks with knee sleeves on - way more challenging,,,,Legs,Delt1C,
2020-01-23,Seated Leg Curl,105,5,,,,,Legs,Delt1C,
2020-01-23,Seated Leg Curl,120,10,,,,,Legs,Delt1C,
2020-01-23,Seated Leg Curl,120,8,,,,,Legs,Delt1C,
2020-01-23,Seated Leg Curl,120,8,,,,,Legs,Delt1C,
2020-01-23,Seated Calf Raises,,,,,,,Legs,Delt1C,
2020-01-23,Seated Calf Raises,45,10,,,,,Legs,Delt1C,
2020-01-23,Seated Calf Raises,90,8,,,,,Legs,Delt1C,
2020-01-23,Seated Calf Raises,90,8,Too heavy,,,,Legs,Delt1C,
2020-01-23,Standing Calf Raise,,,,,,,Legs,Delt1C,
2020-01-23,Standing Calf Raise,75,12,,,,,Legs,Delt1C,
2020-01-23,Standing Calf Raise,75,10,,,,,Legs,Delt1C,
2020-01-23,Standing Calf Raise,75,10,,,,,Legs,Delt1C,
2020-01-22,Assisted Pull Up,-50,2,,,,,Back,Delt 1B,
2020-01-22,Assisted Pull Up,-50,10,,,,,Back,Delt 1B,
2020-01-22,Assisted Pull Up,-50,8,,,,,Back,Delt 1B,
2020-01-22,Rear Delt Machine,30,5,,,,,Shoulders,Delt 1B,
2020-01-22,Rear Delt Machine,30,10,,,,,Shoulders,Delt 1B,
2020-01-22,Rear Delt Machine,30,10,Slow - getting that connection,,,,Shoulders,Delt 1B,
2020-01-22,Preacher Curls,25,5,,,,,Biceps,Delt 1B,
2020-01-22,Preacher Curls,45,8,,,,,Biceps,Delt 1B,
2020-01-22,Preacher Curls,45,8,,,,,Biceps,Delt 1B,
2020-01-22,Preacher Curls,45,8,,,,,Biceps,Delt 1B,
2020-01-22,Preacher Curls,35,8,,,,,Biceps,Delt 1B,
2020-01-22,Machine Shoulder Press,40,5,,,,,Shoulders,Delt 1B,
2020-01-22,Machine Shoulder Press,50,12,,,,,Shoulders,Delt 1B,
2020-01-22,Machine Shoulder Press,50,9,,,,,Shoulders,Delt 1B,
2020-01-22,Machine Lateral Raise,20,5,,,,,Shoulders,Delt 1B,
2020-01-22,Machine Lateral Raise,30,12,,,,,Shoulders,Delt 1B,
2020-01-22,Machine Lateral Raise,30,10,,,,,Shoulders,Delt 1B,
2020-01-22,Seated Row Closegrip,60,5,,,,,Back,Delt 1B,
2020-01-22,Seated Row Closegrip,75,12,,,,,Back,Delt 1B,
2020-01-22,Seated Row Closegrip,75,9,,,,,Back,Delt 1B,
2020-01-22,Seated Row Closegrip,75,9,Slow control challenging,,,,Back,Delt 1B,
2020-01-21,Machine Bench Press,45,5,,,,,Chest,Delt 1A,
2020-01-21,Machine Bench Press,90,8,,,,,Chest,Delt 1A,
2020-01-21,Machine Bench Press,90,8,,,,,Chest,Delt 1A,
2020-01-21,Machine Bench Press,90,8,Pretty challenging - couple left,,,,Chest,Delt 1A,
2020-01-21,Incline Machine Press,50,5,,,,,Chest,Delt 1A,
2020-01-21,Incline Machine Press,90,10,,,,,Chest,Delt 1A,
2020-01-21,Incline Machine Press,90,9,,,,,Chest,Delt 1A,
2020-01-21,Incline Machine Press,90,8,,,,,Chest,Delt 1A,
2020-01-21,Rear Delt Machine,30,5,,,,,Shoulders,Delt 1A,
2020-01-21,Rear Delt Machine,45,10,,,,,Shoulders,Delt 1A,
2020-01-21,Rear Delt Machine,30,10,Switched to single arn,,,,Shoulders,Delt 1A,
2020-01-21,Rear Delt Machine,30,10,Noticing how critical it is to get that connection,,,,Shoulders,Delt 1A,
2020-01-21,Machine Shoulder Press,40,5,,,,,Shoulders,Delt 1A,
2020-01-21,Machine Shoulder Press,50,15,,,,,Shoulders,Delt 1A,
2020-01-21,Machine Shoulder Press,50,15,,,,,Shoulders,Delt 1A,
2020-01-21,Machine Shoulder Press,50,10,Big dropoff,,,,Shoulders,Delt 1A,
2020-01-21,Single Cable Tricep Pushdown,,,,,,,Triceps,Delt 1A,
2020-01-21,Single Cable Tricep Pushdown,15,14,,,,,Triceps,Delt 1A,
2020-01-21,Single Cable Tricep Pushdown,15,12,,,,,Triceps,Delt 1A,
2020-01-21,Single Cable Tricep Pushdown,15,10,,,,,Triceps,Delt 1A,
2020-01-21,Machine Lateral Raise,20,8,,,,,Shoulders,Delt 1A,
2020-01-21,Machine Lateral Raise,30,14,,,,,Shoulders,Delt 1A,
2020-01-21,Machine Lateral Raise,30,12,,,,,Shoulders,Delt 1A,
2020-01-21,Machine Lateral Raise,30,10,Slow and full range - felt amazing - time to grow!,,,,Shoulders,Delt 1A,
2020-01-21,Cable Kickbacks,10,5,,,,,Triceps,Delt 1A,
2020-01-21,Cable Kickbacks,10,10,,,,,Triceps,Delt 1A,
2020-01-21,Cable Kickbacks,10,10,,,,,Triceps,Delt 1A,
2020-01-17,Machine Bench Press,90,10,,,,,Chest,Full deload,
2020-01-17,Machine Bench Press,90,10,1/2 RIR,,,,Chest,Full deload,
2020-01-17,Incline Machine Press,90,10,,,,,Chest,Full deload,
2020-01-17,Incline Machine Press,90,10,2/3 RIR,,,,Chest,Full deload,
2020-01-17,Assisted Pull Up,-50,9,,,,,Back,Full deload,
2020-01-17,Assisted Pull Up,-50,7,,,,,Back,Full deload,
2020-01-17,Seated Row Closegrip,75,11,,,,,Back,Full deload,
2020-01-17,Seated Row Closegrip,75,9,,,,,Back,Full deload,
2020-01-17,Hack Squat,160,7,,,,,Legs,Full deload,
2020-01-17,Hack Squat,160,7,,,,,Legs,Full deload,
2020-01-17,Seated Leg Curl,120,13,,,,,Legs,Full deload,
2020-01-17,Seated Leg Curl,120,12,,,,,Legs,Full deload,
2020-01-17,Seated Calf Raises,65,10,Weight felt right - toes hanging off front edge,,,,Legs,Full deload,
2020-01-17,Standing Calf Raise,90,16,,,,,Legs,Full deload,
2020-01-17,Standing Calf Raise,90,10,Big dropoff,,,,Legs,Full deload,
2020-01-15,Machine Bench Press,90,10,,,,,Chest,Full deload,
2020-01-15,Machine Bench Press,90,10,,,,,Chest,Full deload,
2020-01-15,Incline Machine Press,90,10,,,,,Chest,Full deload,
2020-01-15,Incline Machine Press,90,10,,,,,Chest,Full deload,
2020-01-15,Assisted Pull Up,-50,9,,,,,Back,Full deload,
2020-01-15,Assisted Pull Up,-50,7,,,,,Back,Full deload,
2020-01-15,Seated Row Closegrip,75,11,,,,,Back,Full deload,
2020-01-15,Seated Row Closegrip,75,9,,,,,Back,Full deload,
2020-01-15,Hack Squat,160,8,,,,,Legs,Full deload,
2020-01-15,Hack Squat,160,7,,,,,Legs,Full deload,
2020-01-15,Seated Leg Curl,120,14,,,,,Legs,Full deload,
2020-01-15,Seated Leg Curl,120,12,,,,,Legs,Full deload,
2020-01-15,Seated Calf Raises,45,12,,,,,Legs,Full deload,
2020-01-15,Standing Calf Raise,90,16,,,,,Legs,Full deload,
2020-01-15,Standing Calf Raise,90,13,,,,,Legs,Full deload,
2020-01-09,Hack Squat,140,12,,,,,Legs,DeltCD,
2020-01-09,Hack Squat,140,9,,,,,Legs,DeltCD,
2020-01-09,Leg Extensions,120,15,,,,,Legs,DeltCD,
2020-01-09,Leg Extensions,120,12,,,,,Legs,DeltCD,
2020-01-09,Romanian Deadlift,60,6,,,,,Legs,DeltCD,
2020-01-09,Romanian Deadlift,,,,,,,Legs,DeltCD,
2020-01-09,Seated Calf Raises,90,10,,,,,Legs,DeltCD,
2020-01-09,Seated Calf Raises,90,10,,,,,Legs,DeltCD,
2020-01-09,Standing Calf Raise,90,10,,,,,Legs,DeltCD,
2020-01-09,Standing Calf Raise,75,10,,,,,Legs,DeltCD,
2020-01-09,Seated Leg Curl,105,15,,,,,Legs,DeltCD,
2019-11-15,Squat,95,5,,,,,Legs,Legs 1,174
2019-11-15,Squat,135,5,,,,,Legs,Legs 1,174
2019-11-15,Squat,,,,,,,Legs,Legs 1,174
2019-11-15,Squat,,,,,,,Legs,Legs 1,174
2019-11-15,Leg Extensions,,,,,,,Legs,Legs 1,174
2019-11-15,Leg Extensions,,,,,,,Legs,Legs 1,174
2019-11-15,Leg Extensions,,,,,,,Legs,Legs 1,174
2019-11-15,Leg Extensions,,,,,,,Legs,Legs 1,174
2019-11-15,Calf Raises,,,,,,,Legs,Legs 1,174
2019-11-15,Calf Raises,,,,,,,Legs,Legs 1,174
2019-11-15,Calf Raises,,,,,,,Legs,Legs 1,174
2019-11-15,Leg Curls,,,,,,,Legs,Legs 1,174
2019-11-15,Leg Curls,,,,,,,Legs,Legs 1,174
2019-11-15,Leg Curls,,,,,,,Legs,Legs 1,174
2019-11-15,Leg Curls,,,,,,,Legs,Legs 1,174
2019-11-13,Machine Bench Press,68,8,,,,,Chest,Push 1,174
2019-11-13,Machine Bench Press,88,15,,,,,Chest,Push 1,174
2019-11-13,Machine Bench Press,88,17,,,,,Chest,Push 1,174
2019-11-13,Machine Bench Press,88,15,,,,,Chest,Push 1,174
2019-11-13,Machine Shoulder Press,40,5,,,,,Shoulders,Push 1,174
2019-11-13,Machine Shoulder Press,50,16,,,,,Shoulders,Push 1,174
2019-11-13,Machine Shoulder Press,50,17,,,,,Shoulders,Push 1,174
2019-11-13,Machine Shoulder Press,50,12,,,,,Shoulders,Push 1,174
2019-11-13,Incline Dumbbell Press,25,3,,,,,Chest,Push 1,174
2019-11-13,Incline Dumbbell Press,30,10,,,,,Chest,Push 1,174
2019-11-13,Incline Dumbbell Press,30,10,,,,,Chest,Push 1,174
2019-11-13,Incline Dumbbell Press,30,8,,,,,Chest,Push 1,174
2019-11-13,Triceps Extensions,60,5,,,,,Triceps,Push 1,174
2019-11-13,Triceps Extensions,80,20,,,,,Triceps,Push 1,174
2019-11-13,Triceps Extensions,90,12,,,,,Triceps,Push 1,174
2019-11-13,Triceps Extensions,80,10,,,,,Triceps,Push 1,174
2019-11-13,Dumbbell Lateral Raises,20,8,,,,,Shoulders,Push 1,174
2019-11-13,Dumbbell Lateral Raises,15,8,,,,,Shoulders,Push 1,174
2019-11-13,Dumbbell Lateral Raises,10,12,,,,,Shoulders,Push 1,174
2019-11-13,Dumbbell Lateral Raises,10,10,,,,,Shoulders,Push 1,174
2019-11-13,Single Arm Overhead Tricep Extension,10,5,,,,,Triceps,Push 1,174
2019-11-13,Single Arm Overhead Tricep Extension,15,10,,,,,Triceps,Push 1,174
2019-11-13,Single Arm Overhead Tricep Extension,15,7,,,,,Triceps,Push 1,174
2019-11-13,Single Arm Overhead Tricep Extension,15,6,,,,,Triceps,Push 1,174
2019-11-13,T-bar Row,25,5,,,,,Back,Pull 1,177
2019-11-13,T-bar Row,50,18,,,,,Back,Pull 1,177
2019-11-13,T-bar Row,50,16,,,,,Back,Pull 1,177
2019-11-13,T-bar Row,50,14,,,,,Back,Pull 1,177
2019-11-13,Assisted Chin Up,-50,2,,,,,Back,Pull 1,177
2019-11-13,Assisted Chin Up,-40,8,,,,,Back,Pull 1,177
2019-11-13,Assisted Chin Up,-40,7,,,,,Back,Pull 1,177
2019-11-13,Assisted Chin Up,-50,6,,,,,Back,Pull 1,177
2019-11-13,Seated Row Closegrip,85,5,,,,,Back,Pull 1,177
2019-11-13,Seated Row Closegrip,100,15,,,,,Back,Pull 1,177
2019-11-13,Seated Row Closegrip,100,15,,,,,Back,Pull 1,177
2019-11-13,Seated Row Closegrip,100,15,,,,,Back,Pull 1,177
2019-11-13,Face Pull,40,5,,,,,Back,Pull 1,177
2019-11-13,Face Pull,50,15,,,,,Back,Pull 1,177
2019-11-13,Face Pull,50,15,,,,,Back,Pull 1,177
2019-11-13,Hammer Curl,25,12,,,,,Biceps,Pull 1,177
2019-11-13,Hammer Curl,25,7,,,,,Biceps,Pull 1,177
2019-11-13,Hammer Curl,20,12,,,,,Biceps,Pull 1,177
2019-11-13,Single Arm Dumbbell Preacher Curl,15,10,,,,,Biceps,Pull 1,177
2019-11-13,Single Arm Dumbbell Preacher Curl,15,10,,,,,Biceps,Pull 1,177
2019-11-13,Single Arm Dumbbell Preacher Curl,15,10,,,,,Biceps,Pull 1,177
2019-11-11,Squat,95,5,,,,,Legs,Legs 1,
2019-11-11,Squat,135,8,,,,,Legs,Legs 1,
2019-11-11,Squat,135,8,,,,,Legs,Legs 1,
2019-11-11,Squat,135,8,,,,,Legs,Legs 1,
2019-11-11,Leg Extensions,60,5,,,,,Legs,Legs 1,
2019-11-11,Leg Extensions,70,19,,,,,Legs,Legs 1,
2019-11-11,Leg Extensions,70,17,,,,,Legs,Legs 1,
2019-11-11,Leg Extensions,70,12,,,,,Legs,Legs 1,
2019-11-11,Calf Raises,155,19,,,,,Legs,Legs 1,
2019-11-11,Calf Raises,155,16,,,,,Legs,Legs 1,
2019-11-11,Calf Raises,155,12,,,,,Legs,Legs 1,
2019-11-11,Leg Curls,60,18,,,,,Legs,Legs 1,
2019-11-11,Leg Curls,60,17,,,,,Legs,Legs 1,
2019-11-11,Leg Curls,60,12,,,,,Legs,Legs 1,
2019-11-10,Machine Bench Press,68,5,,,,,Chest,Push 1,174
2019-11-10,Machine Bench Press,88,16,,,,,Chest,Push 1,174
2019-11-10,Machine Bench Press,88,10,,,,,Chest,Push 1,174
2019-11-10,Machine Bench Press,68,10,,,,,Chest,Push 1,174
2019-11-10,Machine Shoulder Press,40,5,,,,,Shoulders,Push 1,174
2019-11-10,Machine Shoulder Press,50,18,,,,,Shoulders,Push 1,174
2019-11-10,Machine Shoulder Press,50,16,,,,,Shoulders,Push 1,174
2019-11-10,Machine Shoulder Press,50,12,,,,,Shoulders,Push 1,174
2019-11-10,Incline Dumbbell Press,25,3,,,,,Chest,Push 1,174
2019-11-10,Incline Dumbbell Press,25,12,,,,,Chest,Push 1,174
2019-11-10,Incline Dumbbell Press,25,10,,,,,Chest,Push 1,174
2019-11-10,Incline Dumbbell Press,25,9,,,,,Chest,Push 1,174
2019-11-10,Triceps Extensions,60,10,,,,,Triceps,Push 1,174
2019-11-10,Triceps Extensions,80,16,,,,,Triceps,Push 1,174
2019-11-10,Triceps Extensions,80,12,,,,,Triceps,Push 1,174
2019-11-10,Triceps Extensions,80,10,,,,,Triceps,Push 1,174
2019-11-10,Dumbbell Lateral Raises,20,7,,,,,Shoulders,Push 1,174
2019-11-10,Dumbbell Lateral Raises,15,10,,,,,Shoulders,Push 1,174
2019-11-10,Dumbbell Lateral Raises,15,8,,,,,Shoulders,Push 1,174
2019-11-10,Dumbbell Lateral Raises,10,8,,,,,Shoulders,Push 1,174
2019-11-10,Single Arm Overhead Tricep Extension,10,50,,,,,Triceps,Push 1,174
2019-11-10,Single Arm Overhead Tricep Extension,15,11,,,,,Triceps,Push 1,174
2019-11-10,Single Arm Overhead Tricep Extension,15,9,,,,,Triceps,Push 1,174
2019-11-10,Single Arm Overhead Tricep Extension,15,6,,,,,Triceps,Push 1,174
2019-11-09,T-bar Row,25,5,,,,,Back,Pull 1,173
2019-11-09,T-bar Row,50,18,,,,,Back,Pull 1,173
2019-11-09,T-bar Row,50,15,,,,,Back,Pull 1,173
2019-11-09,T-bar Row,50,15,,,,,Back,Pull 1,173
2019-11-09,Assisted Chin Up,-50,3,,,,,Back,Pull 1,173
2019-11-09,Assisted Chin Up,-40,8,,,,,Back,Pull 1,173
2019-11-09,Assisted Chin Up,-40,8,,,,,Back,Pull 1,173
2019-11-09,Assisted Chin Up,-50,8,,,,,Back,Pull 1,173
