Date,Exercise,Weight,Reps,Notes,Kcal,Distance,Duration,Category,Name,Bodyweight
2019-11-09,Seated Row Closegrip,85,5,,,,,Back,Pull 1,173
2019-11-09,Seated Row Closegrip,100,10,,,,,Back,Pull 1,173
2019-11-09,Seated Row Closegrip,100,10,,,,,Back,Pull 1,173
2019-11-09,Seated Row Closegrip,100,10,,,,,Back,Pull 1,173
2019-11-09,Face Pull,40,5,,,,,Back,Pull 1,173
2019-11-09,Face Pull,50,15,,,,,Back,Pull 1,173
2019-11-09,Face Pull,50,15,,,,,Back,Pull 1,173
2019-11-09,Hammer Curl,30,10,,,,,Biceps,Pull 1,173
2019-11-09,Hammer Curl,30,8,,,,,Biceps,Pull 1,173
2019-11-09,Hammer Curl,25,13,,,,,Biceps,Pull 1,173
2019-11-09,Single Arm Dumbbell Preacher Curl,15,20,,,,,Biceps,Pull 1,173
2019-11-09,Single Arm Dumbbell Preacher Curl,15,15,,,,,Biceps,Pull 1,173
2019-11-09,Single Arm Dumbbell Preacher Curl,15,15,,,,,Biceps,Pull 1,173
2019-11-08,Squat,95,5,,,,,Legs,Legs 1,174
2019-11-08,Squat,135,10,,,,,Legs,Legs 1,174
2019-11-08,Squat,135,8,,,,,Legs,Legs 1,174
2019-11-08,Squat,135,6,,,,,Legs,Legs 1,174
2019-11-08,Leg Extensions,70,10,,,,,Legs,Legs 1,174
2019-11-08,Leg Extensions,85,15,,,,,Legs,Legs 1,174
2019-11-08,Leg Extensions,85,12,,,,,Legs,Legs 1,174
2019-11-08,Leg Extensions,85,10,,,,,Legs,Legs 1,174
2019-11-08,Calf Raises,135,25,,,,,Legs,Legs 1,174
2019-11-08,Calf Raises,135,20,,,,,Legs,Legs 1,174
2019-11-08,Calf Raises,135,15,,,,,Legs,Legs 1,174
2019-11-08,Calf Raises,135,13,,,,,Legs,Legs 1,174
2019-11-08,Leg Curls,60,5,,,,,Legs,Legs 1,174
2019-11-08,Leg Curls,70,,,,,,Legs,Legs 1,174
2019-11-08,Leg Curls,70,,,,,,Legs,Legs 1,174
2019-11-08,Leg Curls,70,,,,,,Legs,Legs 1,174
2019-11-06,Machine Bench Press,68,5,,,,,Chest,Push 1,173
2019-11-06,Machine Bench Press,88,11,,,,,Chest,Push 1,173
2019-11-06,Machine Bench Press,88,13,,,,,Chest,Push 1,173
2019-11-06,Machine Bench Press,88,20,,,,,Chest,Push 1,173
2019-11-06,Machine Shoulder Press,40,10,,,,,Shoulders,Push 1,173
2019-11-06,Machine Shoulder Press,50,20,,,,,Shoulders,Push 1,173
2019-11-06,Machine Shoulder Press,50,20,,,,,Shoulders,Push 1,173
2019-11-06,Machine Shoulder Press,50,20,,,,,Shoulders,Push 1,173
2019-11-06,Incline Dumbbell Press,25,10,,,,,Chest,Push 1,173
2019-11-06,Incline Dumbbell Press,25,10,,,,,Chest,Push 1,173
2019-11-06,Incline Dumbbell Press,25,10,,,,,Chest,Push 1,173
2019-11-06,Triceps Extensions,60,10,,,,,Triceps,Push 1,173
2019-11-06,Triceps Extensions,80,18,,,,,Triceps,Push 1,173
2019-11-06,Triceps Extensions,80,20,,,,,Triceps,Push 1,173
2019-11-06,Triceps Extensions,80,13,,,,,Triceps,Push 1,173
2019-11-06,Dumbbell Lateral Raises,20,7,,,,,Shoulders,Push 1,173
2019-11-06,Dumbbell Lateral Raises,15,11,,,,,Shoulders,Push 1,173
2019-11-06,Dumbbell Lateral Raises,15,10,,,,,Shoulders,Push 1,173
2019-11-06,Dumbbell Lateral Raises,10,15,,,,,Shoulders,Push 1,173
2019-11-06,Single Arm Overhead Tricep Extension,10,5,,,,,Triceps,Push 1,173
2019-11-06,Single Arm Overhead Tricep Extension,15,12,,,,,Triceps,Push 1,173
2019-11-06,Single Arm Overhead Tricep Extension,15,8,,,,,Triceps,Push 1,173
2019-11-06,Single Arm Overhead Tricep Extension,15,7,,,,,Triceps,Push 1,173
2019-11-05,T-bar Row,50,5,,,,,Back,Pull 1,178
2019-11-05,T-bar Row,75,7,,,,,Back,Pull 1,178
2019-11-05,T-bar Row,50,15,,,,,Back,Pull 1,178
2019-11-05,T-bar Row,50,15,,,,,Back,Pull 1,178
2019-11-05,Assisted Chin Up,-50,3,,,,,Back,Pull 1,178
2019-11-05,Assisted Chin Up,-40,8,,,,,Back,Pull 1,178
2019-11-05,Assisted Chin Up,-50,9,,,,,Back,Pull 1,178
2019-11-05,Assisted Chin Up,-50,5,,,,,Back,Pull 1,178
2019-11-05,Seated Row Closegrip,85,5,,,,,Back,Pull 1,178
2019-11-05,Seated Row Closegrip,100,15,,,,,Back,Pull 1,178
2019-11-05,Seated Row Closegrip,100,15,,,,,Back,Pull 1,178
2019-11-05,Seated Row Closegrip,100,14,,,,,Back,Pull 1,178
2019-11-05,Face Pull,20,5,,,,,Back,Pull 1,178
2019-11-05,Face Pull,30,13,,,,,Back,Pull 1,178
2019-11-05,Face Pull,30,12,,,,,Back,Pull 1,178
2019-11-05,Hammer Curl,25,15,,,,,Biceps,Pull 1,178
2019-11-05,Hammer Curl,25,10,,,,,Biceps,Pull 1,178
2019-11-05,Hammer Curl,25,7,,,,,Biceps,Pull 1,178
2019-11-05,Single Arm Dumbbell Preacher Curl,15,,,,,,Biceps,Pull 1,178
2019-11-05,Single Arm Dumbbell Preacher Curl,15,13,,,,,Biceps,Pull 1,178
2019-11-05,Single Arm Dumbbell Preacher Curl,15,12,,,,,Biceps,Pull 1,178
2019-11-03,Machine Bench Press,108,5,,,,,Chest,Push D,174
2019-11-03,Machine Bench Press,128,5,,,,,Chest,Push D,174
2019-11-03,Machine Bench Press,108,5,,,,,Chest,Push D,174
2019-11-03,Shoulder Dumbbell Press,20,8,,,,,Shoulders,Push D,174
2019-11-03,Shoulder Dumbbell Press,25,15,,,,,Shoulders,Push D,174
2019-11-03,Shoulder Dumbbell Press,25,15,,,,,Shoulders,Push D,174
2019-11-03,Incline Dumbbell Press,25,5,,,,,Chest,Push D,174
2019-11-03,Incline Dumbbell Press,30,15,,,,,Chest,Push D,174
2019-11-03,Incline Dumbbell Press,30,15,,,,,Chest,Push D,174
2019-11-03,Triceps Extensions,30,10,,,,,Triceps,Push D,174
2019-11-03,Triceps Extensions,40,20,,,,,Triceps,Push D,174
2019-11-03,Triceps Extensions,40,20,,,,,Triceps,Push D,174
2019-11-03,Dumbbell Lateral Raises,20,5,,,,,Shoulders,Push D,174
2019-11-03,Dumbbell Lateral Raises,15,8,,,,,Shoulders,Push D,174
2019-11-03,Dumbbell Lateral Raises,15,8,,,,,Shoulders,Push D,174
2019-11-03,Dumbbell Lateral Raises,10,15,,,,,Shoulders,Push D,174
2019-11-03,Single Arm Overhead Tricep Extension,15,10,,,,,Triceps,Push D,174
2019-11-03,Single Arm Overhead Tricep Extension,20,7,,,,,Triceps,Push D,174
2019-11-03,Single Arm Overhead Tricep Extension,15,10,,,,,Triceps,Push D,174
2019-11-02,T-bar Row,50,10,,,,,Back,Pull D,174
2019-11-02,T-bar Row,75,8,,,,,Back,Pull D,174
2019-11-02,T-bar Row,75,8,,,,,Back,Pull D,174
2019-11-02,Assisted Chin Up,-50,5,,,,,Back,Pull D,174
2019-11-02,Assisted Chin Up,-40,8,,,,,Back,Pull D,174
2019-11-02,Assisted Chin Up,-40,8,,,,,Back,Pull D,174
2019-11-02,Seated Row Closegrip,85,5,,,,,Back,Pull D,174
2019-11-02,Seated Row Closegrip,100,15,,,,,Back,Pull D,174
2019-11-02,Seated Row Closegrip,100,13,,,,,Back,Pull D,174
2019-11-02,Face Pull,20,5,,,,,Back,Pull D,174
2019-11-02,Face Pull,30,10,,,,,Back,Pull D,174
2019-11-02,Face Pull,30,10,,,,,Back,Pull D,174
2019-11-02,Hammer Curl,,,,,,,Biceps,Pull D,174
2019-11-02,Hammer Curl,,,,,,,Biceps,Pull D,174
2019-11-02,Single Arm Dumbbell Preacher Curl,,,,,,,Biceps,Pull D,174
2019-11-02,Single Arm Dumbbell Preacher Curl,,,,,,,Biceps,Pull D,174
2019-11-02,Single Arm Dumbbell Preacher Curl,,,,,,,Biceps,Pull D,174
2019-10-31,Squat,135,3,,,,,Legs,Legs D,174
2019-10-31,Squat,185,4,,,,,Legs,Legs D,174
2019-10-31,Squat,185,4,,,,,Legs,Legs D,174
2019-10-31,Leg Extensions,85,5,,,,,Legs,Legs D,174
2019-10-31,Leg Extensions,100,15,,,,,Legs,Legs D,174
2019-10-31,Leg Extensions,100,14,,,,,Legs,Legs D,174
2019-10-31,Calf Raises,135,25,,,,,Legs,Legs D,174
2019-10-31,Calf Raises,135,25,,,,,Legs,Legs D,174
2019-10-31,Calf Raises,135,20,,,,,Legs,Legs D,174
2019-10-31,Leg Curls,70,5,,,,,Legs,Legs D,174
2019-10-31,Leg Curls,80,10,,,,,Legs,Legs D,174
2019-10-31,Leg Curls,80,10,,,,,Legs,Legs D,174
2019-10-30,Machine Bench Press,68,5,,,,,Chest,Push D,174
2019-10-30,Machine Bench Press,108,10,,,,,Chest,Push D,174
2019-10-30,Machine Bench Press,128,8,,,,,Chest,Push D,174
2019-10-30,Machine Bench Press,128,5,,,,,Chest,Push D,174
2019-10-30,Machine Shoulder Press,60,15,,,,,Shoulders,Push D,174
2019-10-30,Machine Shoulder Press,70,10,,,,,Shoulders,Push D,174
2019-10-30,Machine Shoulder Press,70,11,,,,,Shoulders,Push D,174
2019-10-30,Incline Machine Press,58,5,,,,,Chest,Push D,174
2019-10-30,Incline Machine Press,78,10,,,,,Chest,Push D,174
2019-10-30,Incline Machine Press,78,10,,,,,Chest,Push D,174
2019-10-30,Triceps Extensions,40,5,,,,,Triceps,Push D,174
2019-10-30,Triceps Extensions,50,10,,,,,Triceps,Push D,174
2019-10-30,Triceps Extensions,50,12,Slight dropset to 40 after 10 reps - simulated 2 at 50,,,,Triceps,Push D,174
2019-10-30,Dumbbell Lateral Raises,25,3,,,,,Shoulders,Push D,174
2019-10-30,Dumbbell Lateral Raises,20,6,,,,,Shoulders,Push D,174
2019-10-30,Dumbbell Lateral Raises,15,8,,,,,Shoulders,Push D,174
2019-10-30,Dumbbell Lateral Raises,10,11,,,,,Shoulders,Push D,174
2019-10-30,Single Arm Overhead Tricep Extension,15,5,,,,,Triceps,Push D,174
2019-10-30,Single Arm Overhead Tricep Extension,13.75,9,,,,,Triceps,Push D,174
2019-10-30,Single Arm Overhead Tricep Extension,13.75,7,,,,,Triceps,Push D,174
2019-10-29,T-bar Row,50,5,,,,,Back,Pull D,175
2019-10-29,T-bar Row,75,8,,,,,Back,Pull D,175
2019-10-29,T-bar Row,75,8,,,,,Back,Pull D,175
2019-10-29,Assisted Chin Up,-50,2,,,,,Back,Pull D,175
2019-10-29,Assisted Chin Up,-40,8,,,,,Back,Pull D,175
2019-10-29,Assisted Chin Up,-40,8,,,,,Back,Pull D,175
2019-10-29,Seated Row Closegrip,85,5,,,,,Back,Pull D,175
2019-10-29,Seated Row Closegrip,100,16,,,,,Back,Pull D,175
2019-10-29,Seated Row Closegrip,100,16,,,,,Back,Pull D,175
2019-10-29,Face Pull,20,5,,,,,Back,Pull D,175
2019-10-29,Face Pull,30,10,,,,,Back,Pull D,175
2019-10-29,Face Pull,30,10,,,,,Back,Pull D,175
2019-10-29,Hammer Curl,30,10,,,,,Biceps,Pull D,175
2019-10-29,Hammer Curl,30,10,,,,,Biceps,Pull D,175
2019-10-29,Single Arm Dumbbell Preacher Curl,15,5,,,,,Biceps,Pull D,175
2019-10-29,Single Arm Dumbbell Preacher Curl,15,10,,,,,Biceps,Pull D,175
2019-10-29,Single Arm Dumbbell Preacher Curl,15,10,,,,,Biceps,Pull D,175
2019-10-27,Squat,0,8,,,,,Legs,Legs 3,173
2019-10-27,Squat,95,8,,,,,Legs,Legs 3,173
2019-10-27,Squat,135,8,,,,,Legs,Legs 3,173
2019-10-27,Squat,135,8,,,,,Legs,Legs 3,173
2019-10-27,Squat,135,8,,,,,Legs,Legs 3,173
2019-10-27,Squat,,,,,,,Legs,Legs 3,173
2019-10-27,Squat,,,,,,,Legs,Legs 3,173
2019-10-27,Leg Extensions,,,,,,,Legs,Legs 3,173
2019-10-27,Leg Extensions,,,,,,,Legs,Legs 3,173
2019-10-27,Leg Extensions,,,,,,,Legs,Legs 3,173
2019-10-27,Leg Extensions,,,,,,,Legs,Legs 3,173
2019-10-27,Calf Raises,,,,,,,Legs,Legs 3,173
2019-10-27,Calf Raises,,,,,,,Legs,Legs 3,173
2019-10-27,Calf Raises,,,,,,,Legs,Legs 3,173
2019-10-27,Calf Raises,,,,,,,Legs,Legs 3,173
2019-10-27,Calf Raises,,,,,,,Legs,Legs 3,173
2019-10-27,Leg Curls,,,,,,,Legs,Legs 3,173
2019-10-27,Leg Curls,,,,,,,Legs,Legs 3,173
2019-10-27,Leg Curls,,,,,,,Legs,Legs 3,173
2019-10-27,Leg Curls,,,,,,,Legs,Legs 3,173
2019-10-27,Leg Curls,,,,,,,Legs,Legs 3,173
2019-10-24,Isolateral Row,12,5,,,,,Back,Pull 3,176
2019-10-24,Isolateral Row,62,8,,,,,Back,Pull 3,176
2019-10-24,Isolateral Row,102,15,,,,,Back,Pull 3,176
2019-10-24,Isolateral Row,102,21,,,,,Back,Pull 3,176
2019-10-24,Isolateral Row,102,22,,,,,Back,Pull 3,176
2019-10-24,Isolateral Row,102,20,,,,,Back,Pull 3,176
2019-10-24,Assisted Chin Up,-50,2,,,,,Back,Pull 3,176
2019-10-24,Assisted Chin Up,-50,8,,,,,Back,Pull 3,176
2019-10-24,Assisted Chin Up,-50,10,,,,,Back,Pull 3,176
2019-10-24,Assisted Chin Up,-50,8,,,,,Back,Pull 3,176
2019-10-24,Seated Row Closegrip,70,5,,,,,Back,Pull 3,176
2019-10-24,Seated Row Closegrip,85,15,,,,,Back,Pull 3,176
2019-10-24,Seated Row Closegrip,85,25,,,,,Back,Pull 3,176
2019-10-24,Seated Row Closegrip,85,20,,,,,Back,Pull 3,176
2019-10-24,Seated Row Closegrip,85,18,,,,,Back,Pull 3,176
2019-10-24,Seated Row Closegrip,85,18,,,,,Back,Pull 3,176
2019-10-24,Face Pull,20,20,,,,,Back,Pull 3,176
2019-10-24,Face Pull,20,18,,,,,Back,Pull 3,176
2019-10-24,Face Pull,20,16,,,,,Back,Pull 3,176
2019-10-24,Incline Hammer Curls,25,9,,,,,Biceps,Pull 3,176
2019-10-24,Incline Hammer Curls,25,9,,,,,Biceps,Pull 3,176
2019-10-24,Incline Hammer Curls,25,8,,,,,Biceps,Pull 3,176
2019-10-24,Incline Hammer Curls,20,15,,,,,Biceps,Pull 3,176
2019-10-24,Concentration Curl,15,10,,,,,Biceps,Pull 3,176
2019-10-24,Concentration Curl,15,8,,,,,Biceps,Pull 3,176
2019-10-24,Concentration Curl,12.5,15,,,,,Biceps,Pull 3,176
2019-10-24,Concentration Curl,12.5,15,,,,,Biceps,Pull 3,176
2019-10-23,Squat,0,5,,,,,Legs,Legs 3,176
2019-10-23,Squat,95,5,,,,,Legs,Legs 3,176
2019-10-23,Squat,135,10,,,,,Legs,Legs 3,176
2019-10-23,Squat,135,8,,,,,Legs,Legs 3,176
2019-10-23,Squat,135,8,,,,,Legs,Legs 3,176
2019-10-23,Squat,135,8,,,,,Legs,Legs 3,176
2019-10-23,Squat,135,8,,,,,Legs,Legs 3,176
2019-10-23,Leg Extensions,,,,,,,Legs,Legs 3,176
2019-10-23,Leg Extensions,75,20,,,,,Legs,Legs 3,176
2019-10-23,Leg Extensions,75,15,,,,,Legs,Legs 3,176
2019-10-23,Leg Extensions,75,12,,,,,Legs,Legs 3,176
2019-10-23,Calf Raises,135,25,,,,,Legs,Legs 3,176
2019-10-23,Calf Raises,135,23,,,,,Legs,Legs 3,176
2019-10-23,Calf Raises,135,20,,,,,Legs,Legs 3,176
2019-10-23,Calf Raises,135,17,,,,,Legs,Legs 3,176
2019-10-23,Calf Raises,135,16,,,,,Legs,Legs 3,176
2019-10-23,Leg Curls,,,,,,,Legs,Legs 3,176
2019-10-23,Leg Curls,,,,,,,Legs,Legs 3,176
2019-10-23,Leg Curls,,,,,,,Legs,Legs 3,176
2019-10-23,Leg Curls,,,,,,,Legs,Legs 3,176
2019-10-23,Leg Curls,,,,,,,Legs,Legs 3,176
2019-10-22,Machine Bench Press,18,5,Did 2nd due to availability,,,,Chest,Push 3,178
2019-10-22,Machine Bench Press,68,3,,,,,Chest,Push 3,178
2019-10-22,Machine Bench Press,68,13,,,,,Chest,Push 3,178
2019-10-22,Machine Bench Press,68,12,Slow stable to avoid popping,,,,Chest,Push 3,178
2019-10-22,Machine Bench Press,68,14,,,,,Chest,Push 3,178
2019-10-22,Machine Bench Press,68,13,,,,,Chest,Push 3,178
2019-10-22,Machine Bench Press,68,14,,,,,Chest,Push 3,178
2019-10-22,Machine Shoulder Press,60,3,,,,,Shoulders,Push 3,178
2019-10-22,Machine Shoulder Press,60,15,,,,,Shoulders,Push 3,178
2019-10-22,Machine Shoulder Press,60,15,,,,,Shoulders,Push 3,178
2019-10-22,Machine Shoulder Press,60,14,,,,,Shoulders,Push 3,178
2019-10-22,Machine Shoulder Press,60,12,,,,,Shoulders,Push 3,178
2019-10-22,Machine Shoulder Press,60,9,,,,,Shoulders,Push 3,178
2019-10-22,Incline Machine Press,8,5,,,,,Chest,Push 3,178
2019-10-22,Incline Machine Press,58,15,,,,,Chest,Push 3,178
2019-10-22,Incline Machine Press,58,15,,,,,Chest,Push 3,178
2019-10-22,Incline Machine Press,58,13,,,,,Chest,Push 3,178
2019-10-22,Incline Machine Press,58,11,,,,,Chest,Push 3,178
2019-10-22,Seated Dip,60,8,,,,,Triceps,Push 3,178
2019-10-22,Seated Dip,80,20,,,,,Triceps,Push 3,178
2019-10-22,Seated Dip,90,27,,,,,Triceps,Push 3,178
2019-10-22,Seated Dip,90,21,,,,,Triceps,Push 3,178
2019-10-22,Machine Lateral Raise,30,20,,,,,Shoulders,Push 3,178
2019-10-22,Machine Lateral Raise,30,16,,,,,Shoulders,Push 3,178
2019-10-22,Machine Lateral Raise,30,16,,,,,Shoulders,Push 3,178
2019-10-22,Overhead Tricep Extension,40,16,,,,,Triceps,Push 3,178
2019-10-22,Overhead Tricep Extension,40,11,,,,,Triceps,Push 3,178
2019-10-22,Overhead Tricep Extension,40,9,,,,,Triceps,Push 3,178
2019-10-19,Isolateral Row,12,5,,,,,Back,Pull 3,174
2019-10-19,Isolateral Row,62,5,,,,,Back,Pull 3,174
2019-10-19,Isolateral Row,102,23,,,,,Back,Pull 3,174
2019-10-19,Isolateral Row,152,8,,,,,Back,Pull 3,174
2019-10-19,Isolateral Row,102,15,,,,,Back,Pull 3,174
2019-10-19,Isolateral Row,102,20,,,,,Back,Pull 3,174
2019-10-19,Assisted Chin Up,-50,2,,,,,Back,Pull 3,174
2019-10-19,Assisted Chin Up,-50,10,Slow eccentric + stretch,,,,Back,Pull 3,174
2019-10-19,Assisted Chin Up,-50,8,,,,,Back,Pull 3,174
2019-10-19,Assisted Chin Up,-50,6,Forearm delimeter,,,,Back,Pull 3,174
2019-10-19,Seated Row Closegrip,70,5,,,,,Back,Pull 3,174
2019-10-19,Seated Row Closegrip,85,15,Slow back tension,,,,Back,Pull 3,174
2019-10-19,Seated Row Closegrip,85,16,,,,,Back,Pull 3,174
2019-10-19,Seated Row Closegrip,85,19,,,,,Back,Pull 3,174
2019-10-19,Seated Row Closegrip,85,15,,,,,Back,Pull 3,174
2019-10-19,Face Pull,20,15,Slow eccentric getting good stretch on rear delts,,,,Back,Pull 3,174
2019-10-19,Face Pull,20,15,,,,,Back,Pull 3,174
2019-10-19,Face Pull,20,13,Challenging with tension,,,,Back,Pull 3,174
2019-10-19,Incline Hammer Curls,25,13,,,,,Biceps,Pull 3,174
2019-10-19,Incline Hammer Curls,25,10,Slow eccentric,,,,Biceps,Pull 3,174
2019-10-19,Incline Hammer Curls,20,15,,,,,Biceps,Pull 3,174
2019-10-19,Incline Hammer Curls,20,15,,,,,Biceps,Pull 3,174
2019-10-19,Concentration Curl,15,10,,,,,Biceps,Pull 3,174
2019-10-19,Concentration Curl,15,10,,,,,Biceps,Pull 3,174
2019-10-19,Concentration Curl,12.25,10,,,,,Biceps,Pull 3,174
2019-10-19,Concentration Curl,12.25,10,,,,,Biceps,Pull 3,174
